ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 74, AID: 0, Miner created.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 162272, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 162294, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 162426, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 162427, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 162468, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 162582, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 162585, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 162585, AID: 15, Foundry finished producing steel ingot. 94 steel ingots are produced.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 162586, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 162740, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 162752, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 162888, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 162893, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 163043, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 163045, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 163198, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 163200, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 163205, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 163356, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 163369, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 163374, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 163367, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 163534, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 163550, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 163674, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 163699, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 163703, AID: 15, Foundry finished producing steel ingot. 95 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 163829, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 163830, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 165008, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 165012, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 165146, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 165161, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 165180, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 165300, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 165302, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 165352, AID: 11, Smelter finished producing Copper ingot. 48 ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 165453, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 165456, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 165467, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 165609, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 165612, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 165621, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 165639, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 165775, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 165810, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 165913, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 165930, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 165933, AID: 15, Foundry finished producing steel ingot. 96 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 166068, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 166070, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 166224, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 166229, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 166234, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 166378, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 166388, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 166390, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 167684, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 167688, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 167831, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 167839, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 167844, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 167987, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 168003, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 168139, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 168154, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 168173, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 168294, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 168298, AID: 15, Foundry finished producing steel ingot. 97 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 168309, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 168311, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 168462, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 168465, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 168600, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 168616, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 168634, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 168755, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 168756, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 168805, AID: 11, Smelter finished producing Copper ingot. 49 ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 168907, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 168911, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 168923, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 169062, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 169066, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 169078, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 169095, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 170398, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 170442, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 170535, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 170551, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 170555, AID: 15, Foundry finished producing steel ingot. 98 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 170689, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 170691, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 170845, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 170850, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 170857, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 170998, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 171012, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 171014, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 171169, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 171173, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 171304, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 171324, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 171327, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 171458, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 171479, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 171610, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 171631, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 171652, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 171739, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 171750, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 171766, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 171780, AID: 15, Foundry finished producing steel ingot. 99 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 171902, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 171905, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 173126, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 173149, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 173267, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 173322, AID: 11, Smelter finished producing Copper ingot. 50 ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 173422, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 173424, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 173431, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 173575, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 173579, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 173608, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 173731, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 173733, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 173734, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 173781, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 173889, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 174036, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 174043, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 174046, AID: 15, Foundry finished producing steel ingot. 100 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 174190, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 174192, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 174345, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 174347, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 174351, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 174499, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 174503, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 174504, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 174805, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 175809, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 175814, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 175834, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 175966, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 175969, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 175967, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 176005, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 176131, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 176272, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 176285, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 176289, AID: 15, Foundry finished producing steel ingot. 101 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 176427, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 176428, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 176580, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 176582, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 176591, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 176734, AID: 5, Transporter is traveling to miner.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 176752, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 176753, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 176753, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 176905, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 176909, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 176929, AID: 11, Smelter finished producing Copper ingot. 51 ingots are produced.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 177039, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 177060, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 177063, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 177194, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 177211, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 177364, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 178511, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
